"","newid","std_lname","std_f2initial","chamber","gender","state_abb","district","party_abb","SW_politician_name","congress.gov_politician_name","icpsr_politician_id","govtrack_id","fec_candidate_id","congress.gov_terms","first_yr_in_congress","last_year_in_congress","congress_num","congress_begin_yr","congress_end_yr","icpsr_com_name","icpsr_com_id","lobbyview_com_id","maj_min","rank_within_party","senior_party_member","com_seniority","com_period_of_service","notes"
"113",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,107,2001,2002,"Ethics (select committee)",434,NA,1,2,0,1,2,NA
"114",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,107,2001,2002,"Indian affairs (select committee)",435,33,1,4,0,11,2,NA
"115",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,108,2003,2004,"Armed services",308,19,2,6,0,3,2,NA
"116",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,108,2003,2004,"Energy and natural resources",330,11,2,2,0,13,2,NA
"117",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,108,2003,2004,"Governmental affairs",344,9,2,3,0,13,2,NA
"118",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,108,2003,2004,"Veterans' affairs",388,29,2,4,0,13,2,NA
"119",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,108,2003,2004,"Ethics (select committee)",434,NA,2,2,0,3,2,NA
"120",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,108,2003,2004,"Indian affairs (select committee)",435,33,2,4,0,13,2,NA
"121",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,109,2005,2006,"Armed services",308,19,2,6,0,5,2,NA
"122",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,109,2005,2006,"Energy and natural resources",330,11,2,2,0,15,2,NA
"123",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,109,2005,2006,"Homeland security and governmental affairs",344,46,2,3,0,15,2,NA
"124",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,109,2005,2006,"Veterans' affairs",388,29,2,1,21,15,2,NA
"125",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,109,2005,2006,"Ethics (select committee)",434,NA,2,2,0,5,2,"Left committee for no other"
"126",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,109,2005,2006,"Indian affairs (select committee)",435,33,2,4,0,15,2,NA
"127",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,110,2007,2008,"Armed services",308,19,1,6,0,7,2,NA
"128",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,110,2007,2008,"Banking, housing, and urban affairs",314,24,1,8,0,1,4,NA
"129",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,110,2007,2008,"Energy and natural resources",330,11,1,2,0,17,2,"Left committee for no other"
"130",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,110,2007,2008,"Homeland security and governmental affairs",344,46,1,3,0,17,2,NA
"131",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,110,2007,2008,"Veterans' affairs",388,29,1,1,11,17,2,NA
"132",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,110,2007,2008,"Indian affairs (select committee)",435,33,1,4,0,17,2,NA
"133",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,111,2009,2010,"Armed services",308,19,1,6,0,9,2,NA
"134",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,111,2009,2010,"Banking, housing, and urban affairs",314,24,1,7,0,3,4,NA
"135",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,111,2009,2010,"Homeland security and governmental affairs",344,46,1,3,0,19,2,NA
"136",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,111,2009,2010,"Veterans' affairs",388,29,1,1,11,19,2,NA
"137",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,111,2009,2010,"Indian affairs (select committee)",435,33,1,4,0,19,2,NA
"138",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,112,2011,2012,"Armed services",308,19,1,4,0,11,2,NA
"139",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,112,2011,2012,"Banking, housing, and urban affairs",314,24,1,5,0,5,4,NA
"140",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,112,2011,2012,"Homeland security and governmental affairs",344,46,1,3,0,21,2,NA
"141",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,112,2011,2012,"Veterans' affairs",388,29,1,3,0,21,2,NA
"142",11,"akaka","da","S","M","HI",NA,"D","Akaka, Daniel K.","Senator Akaka, Daniel K.",14400,300001,"S0HI00084","Senate: 1990-2013 | House: 1977-1991",1977,2013,112,2011,2012,"Indian affairs (select committee)",435,33,1,1,11,21,2,NA
"143",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,107,2001,2002,"National security",106,6,1,32,0,1,2,NA
"144",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,107,2001,2002,"Science",182,2,1,20,0,1,2,NA
"145",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,107,2001,2002,"Small business",184,25,1,18,0,1,2,NA
"146",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,108,2003,2004,"National security",106,6,1,20,0,2,2,NA
"147",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,108,2003,2004,"Science and technology",182,48,1,16,0,2,2,NA
"148",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,108,2003,2004,"Small business",184,25,1,10,0,2,2,NA
"149",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,109,2005,2006,"Armed services",106,6,1,18,0,3,2,NA
"150",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,109,2005,2006,"Science",182,2,1,13,0,3,2,NA
"151",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,109,2005,2006,"Small business",184,25,1,6,0,3,2,NA
"152",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,110,2007,2008,"Armed services",106,6,2,12,0,4,2,NA
"153",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,110,2007,2008,"Science and technology",182,48,2,10,0,4,2,NA
"154",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,110,2007,2008,"Small business",184,25,2,4,0,4,2,NA
"155",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,111,2009,2010,"Armed services",106,6,2,6,0,5,2,NA
"156",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,111,2009,2010,"Science and technology",182,48,2,9,0,5,2,NA
"157",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,111,2009,2010,"Small business",184,25,2,3,0,5,2,NA
"158",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,112,2011,2012,"Armed services",106,6,1,5,0,6,2,"Unsuccessful candidate for U.S. Senate"
"159",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,112,2011,2012,"Budget",115,30,1,6,0,1,2,"Unsuccessful candidate for U.S. Senate"
"160",12,"akin","w.","H","M","MO",2,"R","Akin, W. Todd","Representative Akin, W. Todd",20123,400005,NA,"House: 2001-2013",2001,2013,112,2011,2012,"Science, space, and technology",182,52,1,8,0,6,2,"Unsuccessful candidate for U.S. Senate"
"161",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,108,2003,2004,"Energy and natural resources",330,11,1,6,0,1,3,NA
"162",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,108,2003,2004,"Foreign relations",338,22,1,8,0,1,2,NA
"163",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,108,2003,2004,"Health, education, labor, and pensions",362,5,1,4,0,1,2,NA
"164",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,108,2003,2004,"Economic (joint committee)",507,NA,1,5,0,1,2,NA
"165",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,109,2005,2006,"Budget",316,36,1,11,0,1,4,"Transferred to Appropriations, to Environment and Public Works, and Rules and Administration"
"166",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,109,2005,2006,"Energy and natural resources",330,11,1,4,0,3,3,"Transferred to Appropriations, to Environment and Public Works, and Rules and Administration"
"167",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,109,2005,2006,"Foreign relations",338,22,1,7,0,3,2,"Transferred to Appropriations, to Environment and Public Works, and Rules and Administration"
"168",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,109,2005,2006,"Health, education, labor, and pensions",362,5,1,4,0,3,2,NA
"169",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,109,2005,2006,"Aging (special committee)",419,37,1,10,0,1,2,"Transferred to Appropriations, to Environment and Public Works, and Rules and Administration"
"170",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,110,2007,2008,"Appropriations",306,32,2,14,0,1,2,NA
"171",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,110,2007,2008,"Environment and public works",332,18,2,7,0,1,2,NA
"172",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,110,2007,2008,"Health, education, labor, and pensions",362,5,2,3,0,5,2,NA
"173",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,110,2007,2008,"Rules and administration",380,35,2,9,0,1,2,NA
"174",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,111,2009,2010,"Appropriations",306,32,2,10,0,3,2,NA
"175",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,111,2009,2010,"Budget",316,36,2,10,0,1,5,NA
"176",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,111,2009,2010,"Environment and public works",332,18,2,8,0,3,2,NA
"177",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,111,2009,2010,"Health, education, labor, and pensions",362,5,2,3,0,7,2,NA
"178",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,111,2009,2010,"Rules and administration",380,35,2,6,0,3,2,NA
"179",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,112,2011,2012,"Appropriations",306,32,2,5,0,5,2,NA
"180",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,112,2011,2012,"Environment and public works",332,18,2,6,0,5,2,NA
"181",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,112,2011,2012,"Health, education, labor, and pensions",362,5,2,2,0,9,2,NA
"182",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,112,2011,2012,"Rules and administration",380,35,2,1,21,5,2,NA
"183",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,112,2011,2012,"Library (joint)",500,NA,2,1,0,1,2,NA
"184",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,112,2011,2012,"Printing (joint)",501,NA,2,1,0,1,2,NA
"185",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,113,2013,2014,"Appropriations",306,32,2,4,0,7,2,NA
"186",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,113,2013,2014,"Energy and natural resources",330,11,2,8,0,1,4,NA
"187",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,113,2013,2014,"Health, education, labor, and pensions",362,5,2,1,21,11,2,NA
"188",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,113,2013,2014,"Rules and administration",380,35,2,5,0,7,2,NA
"189",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,114,2015,2016,"Appropriations",306,32,1,4,0,9,2,NA
"190",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,114,2015,2016,"Energy and natural resources",330,11,1,11,0,3,4,NA
"191",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,114,2015,2016,"Health, education, labor, and pensions",362,5,1,1,11,13,2,NA
"192",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,114,2015,2016,"Rules and administration",380,35,1,2,0,9,2,NA
"193",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,115,2017,2018,"Appropriations",306,32,1,4,0,11,2,NA
"194",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,115,2017,2018,"Energy and natural resources",330,11,1,9,0,5,4,NA
"195",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,115,2017,2018,"Health, education, labor, and pensions",362,5,1,1,11,15,2,NA
"196",13,"alexander","la","S","M","TN",NA,"R","Alexander, Lamar","Senator Alexander, Lamar",40304,300002,"S2TN00058","Senate: 2003-Present",2003,2018,115,2017,2018,"Rules and administration",380,35,1,4,0,11,2,NA
"197",14,"alexander","ro","H","M","LA",5,"D","Alexander, Rodney","Representative Alexander, Rodney",20327,NA,NA,"House: 2003-2013",2003,2013,108,2003,2004,"National security",106,6,2,28,0,1,2,"H6710, Communication from the Speaker, election to the Committee has been automatically vacated, no longer member of Democratic Caucus"
"198",14,"alexander","ro","H","M","LA",5,"R","Alexander, Rodney","Representative Alexander, Rodney",90327,400006,"H2LA05084","House: 2003-2013",2003,2013,108,2003,2004,"Agriculture",102,23,4,16,0,1,3,"Changed parties"
"199",14,"alexander","ro","H","M","LA",5,"R","Alexander, Rodney","Representative Alexander, Rodney",90327,400006,"H2LA05084","House: 2003-2013",2003,2013,108,2003,2004,"Transportation and infrastructure",173,14,6,1,0,1,2,"switched parties D to R 9/7/04; appointed to committee as R"
"200",14,"alexander","ro","H","M","LA",5,"R","Alexander, Rodney","Representative Alexander, Rodney",90327,400006,"H2LA05084","House: 2003-2013",2003,2013,109,2005,2006,"Appropriations",104,31,1,37,0,1,2,NA
"201",14,"alexander","ro","H","M","LA",5,"R","Alexander, Rodney","Representative Alexander, Rodney",90327,400006,"H2LA05084","House: 2003-2013",2003,2013,110,2007,2008,"Appropriations",104,31,2,29,0,2,2,NA
"202",14,"alexander","ro","H","M","LA",5,"R","Alexander, Rodney","Representative Alexander, Rodney",90327,400006,"H2LA05084","House: 2003-2013",2003,2013,110,2007,2008,"Budget",115,30,2,16,0,1,2,NA
"203",14,"alexander","ro","H","M","LA",5,"R","Alexander, Rodney","Representative Alexander, Rodney",90327,400006,"H2LA05084","House: 2003-2013",2003,2013,111,2009,2010,"Appropriations",104,31,2,19,0,3,2,NA
"204",14,"alexander","ro","H","M","LA",5,"R","Alexander, Rodney","Representative Alexander, Rodney",90327,400006,"H2LA05084","House: 2003-2013",2003,2013,111,2009,2010,"Budget",115,30,2,11,0,2,2,"Resigned from committee for no other assignment"
"205",14,"alexander","ro","H","M","LA",5,"R","Alexander, Rodney","Representative Alexander, Rodney",90327,400006,"H2LA05084","House: 2003-2013",2003,2013,112,2011,2012,"Appropriations",104,31,1,16,0,4,2,NA
"206",14,"alexander","ro","H","M","LA",5,"R","Alexander, Rodney","Representative Alexander, Rodney",90327,400006,"H2LA05084","House: 2003-2013",2003,2013,113,2013,2014,"Appropriations",104,31,1,14,0,5,2,"Resigned"
"207",14,"alexander","ro","H","M","LA",5,"R","Alexander, Rodney","Representative Alexander, Rodney",90327,400006,"H2LA05084","House: 2003-2013",2003,2013,113,2013,2014,"Library (joint)",500,NA,1,3,0,1,2,"Resigned"
"208",15,"allard","wa","H","M","CO",NA,"R","Allard, Wayne R.","Senator Allard, Wayne",29108,NA,NA,"Senate: 1997-2009 | House: 1991-1997",1991,2009,103,1993,1994,"Agriculture",102,23,2,8,0,2,2,NA
"209",15,"allard","wa","H","M","CO",NA,"R","Allard, Wayne R.","Senator Allard, Wayne",29108,NA,NA,"Senate: 1997-2009 | House: 1991-1997",1991,2009,103,1993,1994,"Budget",115,30,2,8,0,1,2,NA
"210",15,"allard","wa","H","M","CO",NA,"R","Allard, Wayne R.","Senator Allard, Wayne",29108,NA,NA,"Senate: 1997-2009 | House: 1991-1997",1991,2009,103,1993,1994,"Natural resources",164,49,2,10,0,2,2,NA
